description,Accountant,Advocate,Agricultural,Apparel,Architects,Arts,Automobile,Aviation,BPO,Banking,Building & Construction,Business Development,Consultant,Designing,Digital Media,Education,Engineering,Finance,Food & Beverages,HR,Health & Fitness,Information Technology,Managment,Public Relations,Sales
"From personal trainer to general manager with 30 years experience in the health and fitness industry. Specializing inpain management and corrective exercises. Creator of PRIA Health & Fitness Academy, a learning center for personaltrainers, physical therapists and anyone interested in improving their health and fitness. Providing workshops...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"My interests in fitness began when I was in primary school and joined the local athletics team, from there and allthroughout secondary school I tried my hand at every sport on offer both competitively and for fun and soon realisedthe benefits that can be achieved through working out and being healthy and active. I put my fitness goals a...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Working in Information Technology for the past 23 years. Worked in Information Technologies in Automotive Industry,Big Five Accounting Industry, Mortgage and Finance Industry, Media and Marketing Industry, Aerospace Industry, ArmedForces and last but not the least the Publishing Industry. By putting myself out into these various specialized f...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tom is a motivated individual with a passion for fitness and health promotion.... see more,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"From a young age I've always competed in sports and had a strong, competitive personality. After school I found aninterest in training my body, primarily a bodybuilding style to begin with (as every 16/17 year old lad wanted massivechest and arms). I took a serious interest in training at 18 and the different styles of training, this led me to ex...
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Experienced Corporate Controller with a demonstrated history of working in the health, wellness and fitness industry.Skilled in financial accounting, cost accounting and management, business planning and all financial process relatedoperations.... see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Our company is in the progressive stage where we aspire to explore fitness and convey to societies to gain altitudes ofsuccess. Our company came into existence in year 2014 with like minded people who believe that fitness and health istheir passion....
            see more",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"If you own an agricultural farm you're liable to encounter growing problems. You know there's room for improvement,but you don’t know the proper solution or whom you should contact.  Or perhaps you're an investor interested instarting an agricultural project, but you don't know how to approach the matter, you don't have the tools for ...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indian Chamber of Food and Agriculture... see more,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ajay has a strong mix of experience of Operational and Strategic Management consultancy with domain expertise inFood and Agribusiness sector. He also has strong capability in the financial inclusion, Agri SME financing and agrocommodity financing segment. He is currently spearheading PwC's initiative for Agri & Natural Resources adv...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have MSc degree in Rural Development with 20 years of experience in the field of programme development,management, coordination, monitoring and reporting in general, experienced partnership and leading project andprogramme teams particularly in agriculture sector...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farmer and breeder of rare breed pigs, agricultural and equestrian contractor offering maintenance services to farms,small-holdings and equestrian yards from building fabric, groundworks , fencing, drainage, paddock maintenance andan...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25 Yrs. Working Experience in Stores As a Section In charge of  ( CCL / CGL ) , sense 1992 to till date . At M/s. NationalSteel.Working in fully computerised system base in ERP-R12.... see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Registered Professional Engineer with a broad agricultural background highlighted by on-site crop production andagronomy; water resource, energy, and environmental design; project management, and on-farm research. Specificprofe...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am a  seasoned management professional with 3 + years’ experience in B2B sales, product management, channelpartner management and business development....
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farmer and breeder of rare breed pigs, agricultural and equestrian contractor offering maintenance services to farms,small-holdings and equestrian yards from building fabric, groundworks , fencing, drainage, paddock maintenance andan...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mikael is an international development professional and social entrepreneur experienced at managing programs inAfrica, Asia and Latin America and leading several startups. Specialities include agriculture, livelihoods, rural agriculturalfinance, renewable energy, technology for development, surveys and data collection, strategy, program mana...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am a writer, blogger, podcaster and farmer. I write principally about the fields of agriculture and environmentalconservation and I look to publish work on the subjects of environment, food and farming, community engagement,conservation and the British countryside amongst others topics. I am also particularly interested in rewilding, ...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chartered Accountant and Company Secretary with 20 years of multi industry experience having exposure to Mergers &Amalgamations and Private Equity Deals... see more,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Highly skilled and customer focused, with a flexible approach solving problems at short notice, supporting hardware forservers, LANS, PCs and Servers, as well as the development and delivery of in- house projects and internal trainingcourses. Providing executive support, able to organize and motivate others. Now looking forward to next sta...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hanuman Singh Jatav is currently working as Assistant Professor, Soil Science & Agricultural Chemistry, in S.K.N.Agriculture University-Jobner- Jaipur (http://sknau.ac.in/), Rajasthan, India. He has also worked in Atomic AbsorptionSpectroscopy (AAS, GTA, and VGA) and Micronutrient and Element Pollution lab from last 5 year in Departme...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As being a student at Southern University and A&M College I have accumulated several skills such as crisiscommunication skills, intercultural communication skills, and multiple computer skills. I’ve also been in multipleleadership groups that I had to organize team meetings, events on campus, and other things that benefitted ...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am a focused and hardworking young agricultural entrepreneur, determined to help other people grow as I explore theenormous opportunities in agricultural and agro-based industrial sectors.... see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROFESSIONAL OBJECTIVEFacilitate emergence of a modern agriculture sector for food and nutrition security, increased employment, andimproved livelihoods through development and dissemination of a package of improved varieties, best cultur...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Specialties: Business Development, Marketing & Bid Management... see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Well experience in Production management, Hygiene and Safety, People Management, Planning and Inventory,maintenance. Deliver strategic direction for improved maintenance and efficiency. Skilled in Dairy, Food & Beverage,GMP, HACCP, ISO 22000, Confectionery, Quality Management. Familiar to give training on new technology, q...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have done my carrier in B.Tech & M.Tech in Food Technology, I have more then 05 years of experience in Productiondepartment & i have good knowledge about Food Quality control.Currently working as a Production Executive in Jain Spices & Agro Products India Pvt Ltd, Aurangabad....
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"?????? ?????? ??? ???????? ????????? ?????? ? ???? ????? ???? ?????? ???? ??????? !?????? ???? ?????? ??? : Craft Goat and Agro farms, Kasarsai, Mulashi, Pune 410506. 9689894444, 9923001873, 9922112173...
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We introduce our organization- ‘Chamber of Marathwada Industries & Agriculture  (CMIA)’; the Apex & oldest Body,industries of Marathwada Region; working as catalyst for “Overall growth of the region” since last 45 years....
            see more",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I AM IN CALL CENTER INDUSTRY FOR THE LAST 29 + YEARS.WE ARE LOOKING FOR AFFILIATE CENTERS FOR OUR OUTBOUND CAMPAIGNS. INTERESTED CENTERS CAN CONTACTME AT:...
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I AM IN CALL CENTER INDUSTRY FOR THE LAST 29 + YEARS.WE ARE LOOKING FOR AFFILIATE CENTERS FOR OUR OUTBOUND CAMPAIGNS. INTERESTED CENTERS CAN CONTACTME AT:...
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Owner with a demonstrated history of working in the consumer services industry. Skilled in OperationsManagement, Customer Acquisition, Call Center Development, Customer Relationship Management (CRM), andCustomer Retention. Strong business development professional with a Graduate focused in Commerce from ...
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mission...
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking for DME Leads And Data Provider... see more,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Global Leader, over 25 years of experience with a leadership track record in IT, Outsourcing Business Operations,Procurement/ Sourcing, Sales and P&L responsibilities....
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am commerce graduate and did Master degree in Computer Management with General Diploma in Co operativeAccounting from 1992 to 2001. I did one year private job at Charted Accountant firm in Ahmednagar. From 1996 Istarted my own company named as Mukund Computers and Software which is now converted now in Manasi...
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As the President and Founder, I have over 25 years of hands-on experience in the call center industry providingoutsourcing solutions.  I enjoy helping companies find high quality and top-performing BPO providers and cloud-basedcall center solutions.  My guiding principles are honesty, integrity and treating others how I want to be treate...
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am working as freelancer in a BPO consultancy firm..Objective is to work with the company for years and years to turn the company at the top level..... see more,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
an two months  of experience in bpo and six months as delivery executive... see more,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Expert Call Center Outsourcing Consultant, providing med sized to Fortune 500 businesses with solutions to help themfind the BEST outsource call center providers....
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Director with a demonstrated history of working in the information technology and services industry. Skilledin Call Center Development, Call center start-up, Genetic Counseling, Volunteer Training, and Small Group Counseling.Strong professional with a Master of Business Administration - MBA focused in Human Resources Manageme...
            see more",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
